"c_table","c_facet","c_cid"
"Gene_Expression:Allele",NULL,"recordedit"
"Antibody:Antibodies",NULL,"recordedit"
"Antibody:Antibody_Media_Files",NULL,"recordedit"
"Antibody:Antibody_Tests",NULL,"recordedit"
"Cell_Line:Cell_Line_Asset",NULL,"recordedit"
"Cell_Line:Cell_Line_BAM_Files",NULL,"recordedit"
"Common:Collection",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:File",NULL,"recordedit"
"Documents:File",NULL,"recordedit"
"Gene_Expression:Image",NULL,"recordedit"
"Common:Provenance",NULL,"recordedit"
"Common:Principal_Investigator","{""and"": [{""source"": [{""outbound"": [""Common"", ""Principal_Investigator_Person2""]}, ""RID""], ""choices"": [""14-3Q8M""]}, {""source"": ""Is_GUDMAP_PI"", ""choices"": [false]}, {""source"": ""Is_RBK_PI"", ""choices"": [true]}, {""source"": ""Is_KPMP_PI"", ""choices"": [null]}]}","recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Person","{""and"": [{""search"": [""jason""], ""source"": ""*""}]}","recordedit"
"Common:Principal_Investigator","{""and"": [{""source"": [{""outbound"": [""Common"", ""Principal_Investigator_Person2""]}, ""RID""], ""choices"": [""14-3Q8M""]}, {""source"": ""Is_GUDMAP_PI"", ""choices"": [false]}, {""source"": ""Is_RBK_PI"", ""choices"": [true]}, {""source"": ""Is_KPMP_PI"", ""choices"": [null]}]}","recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Gene_Expression:Allele",NULL,"recordedit"
"Antibody:Antibodies",NULL,"recordedit"
"Antibody:Antibody_Media_Files",NULL,"recordedit"
"Antibody:Antibody_Tests",NULL,"recordedit"
"Cell_Line:Cell_Line_Asset",NULL,"recordedit"
"Cell_Line:Cell_Line_BAM_Files",NULL,"recordedit"
"Common:Collection",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:File",NULL,"recordedit"
"Documents:File",NULL,"recordedit"
"Gene_Expression:Image",NULL,"recordedit"
"Cell_Line:Mouse_Strain",NULL,"recordedit"
"Cell_Line:Mouse_Strain_Documents",NULL,"recordedit"
"Cell_Line:Parental_Cell_Line",NULL,"recordedit"
"Protocol:Protocol",NULL,"recordedit"
"Common:Provenance",NULL,"recordedit"
"Gene_Expression:Allele",NULL,"recordedit"
"Antibody:Antibodies",NULL,"recordedit"
"Antibody:Antibodies",NULL,"recordedit"
"Antibody:Antibodies","{""and"": [{""search"": [""ak""], ""source"": ""*""}]}","recordedit"
"Antibody:Antibodies","{""and"": [{""search"": [""ak""], ""source"": ""*""}]}","recordedit"
"Antibody:Antibodies",NULL,"recordedit"
"Antibody:Antibodies",NULL,"recordedit"
"Common:Person",NULL,"recordedit"
"Common:Person",NULL,"recordedit"
"Common:Person",NULL,"recordedit"
"Common:Person",NULL,"recordedit"
"Common:Person",NULL,"recordedit"
"Common:Person",NULL,"recordedit"
"Common:Person","{""and"": [{""search"": [""jason""], ""source"": ""*""}]}","recordedit"
"Common:Person","{""and"": [{""search"": [""jason""], ""source"": ""*""}]}","recordedit"
"Common:Consortium","{""and"": [{""source"": ""Name"", ""choices"": [""RBK""]}]}","recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""Submitted""]}]}","recordedit"
"RNASeq:Replicate",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"RNASeq:Replicate",NULL,"recordedit"
"RNASeq:Replicate",NULL,"recordedit"
"RNASeq:Replicate",NULL,"recordedit"
"RNASeq:Replicate","{""and"": [{""source"": [{""outbound"": [""RNASeq"", ""Replicate_Specimen_RID_fkey""]}, ""Species""], ""choices"": [""Homo sapiens""]}]}","recordedit"
"RNASeq:Replicate","{""and"": [{""source"": [{""outbound"": [""RNASeq"", ""Replicate_Specimen_RID_fkey""]}, ""Species""], ""choices"": [""Homo sapiens""]}]}","recordedit"
"Common:Consortium","{""and"": [{""source"": ""Name"", ""choices"": [""RBK""]}]}","recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""Release""]}]}","recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Person",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Common:Institution",NULL,"recordedit"
"Common:Institution",NULL,"recordedit"
"Common:Institution",NULL,"recordedit"
"Common:Institution",NULL,"recordedit"
"Common:Institution",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Common:Collection",NULL,"recordedit"
"Cell_Line:Reporter_Cell_Line","{""and"": [{""source"": ""RID"", ""choices"": [""Q-2CW4""]}]}","recordedit"
"Cell_Line:Reporter_Cell_Line","{""and"": [{""source"": ""RID"", ""choices"": [""Q-2CW4""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""Release""]}]}","recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""Release""]}]}","recordedit"
"Cell_Line:Reporter_Cell_Line","{""and"": [{""source"": ""RID"", ""choices"": [""Q-2CW4""]}]}","recordedit"
"Cell_Line:Reporter_Cell_Line","{""and"": [{""source"": ""RID"", ""choices"": [""16-1YZG""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Cell_Line:Reporter_Cell_Line","{""and"": [{""source"": ""RID"", ""choices"": [""16-1YZG""]}]}","recordedit"
"Cell_Line:Reporter_Cell_Line","{""and"": [{""source"": ""RID"", ""choices"": [""16-DYT2""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Cell_Line:Reporter_Cell_Line","{""and"": [{""source"": ""RID"", ""choices"": [""16-DYT2""]}]}","recordedit"
"Cell_Line:Cell_Line_Asset","{""and"": [{""source"": [{""inbound"": [""Cell_Line"", ""Reporter_Validation_Asset_Validation_Asset_fkey""]}, {""outbound"": [""Cell_Line"", ""Reporter_Validation_Asset_Cell_Line_Name_fkey""]}, ""RID""], ""choices"": [""16-DYT2""]}]}","recordedit"
"Cell_Line:Cell_Line_Asset","{""and"": [{""source"": [{""inbound"": [""Cell_Line"", ""Reporter_Validation_Asset_Validation_Asset_fkey""]}, {""outbound"": [""Cell_Line"", ""Reporter_Validation_Asset_Cell_Line_Name_fkey""]}, ""RID""], ""choices"": [""16-DYT2""]}]}","recordedit"
"Cell_Line:Reporter_Validation_Asset","{""and"": [{""source"": ""RID"", ""choices"": [""16-E08G""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Cell_Line:Reporter_Validation_Asset","{""and"": [{""source"": ""RID"", ""choices"": [""16-E08G""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Cell_Line:Reporter_Cell_Line","{""and"": [{""source"": ""RID"", ""choices"": [""16-DYT2""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Cell_Line:Reporter_Cell_Line","{""and"": [{""source"": ""RID"", ""choices"": [""16-DYT2""]}]}","recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""Submitted""]}]}","recordedit"
"Common:Consortium","{""and"": [{""source"": ""Name"", ""choices"": [""RBK""]}]}","recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""Submitted""]}]}","recordedit"
"Common:Consortium","{""and"": [{""source"": ""Name"", ""choices"": [""RBK""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Common:Person",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Person","{""and"": [{""search"": [""jason""], ""source"": ""*""}]}","recordedit"
"Common:Principal_Investigator","{""and"": [{""source"": [{""outbound"": [""Common"", ""Principal_Investigator_Person2""]}, ""RID""], ""choices"": [""14-3Q8M""]}]}","recordedit"
"Common:Principal_Investigator","{""and"": [{""source"": [{""outbound"": [""Common"", ""Principal_Investigator_Person2""]}, ""RID""], ""choices"": [""14-3Q8M""]}]}","recordedit"
"Common:Institution",NULL,"recordedit"
"Common:Institution",NULL,"recordedit"
"Common:Institution",NULL,"recordedit"
"Common:Institution",NULL,"recordedit"
"Common:Institution",NULL,"recordedit"
"Common:Institution",NULL,"recordedit"
"Common:Institution","{""and"": [{""source"": ""Name"", ""choices"": [""Northwestern University and Jesse Brown VA Medical Center""]}]}","recordedit"
"Vocab:Sequencing_Type",NULL,"recordedit"
"Common:Institution","{""and"": [{""source"": ""Name"", ""choices"": [""Northwestern University and Jesse Brown VA Medical Center""]}]}","recordedit"
"RNASeq:Study",NULL,"recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""In Preparation""]}]}","recordedit"
"RNASeq:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""16-E1GP""]}]}","recordedit"
"Vocab:Sequencing_Type",NULL,"recordedit"
"Vocab:Sequencing_Type",NULL,"recordedit"
"Vocab:Sequencing_Type",NULL,"recordedit"
"Vocab:Sequencing_Type",NULL,"recordedit"
"Vocab:Sequencing_Type",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Homo sapiens""]}]}","recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Homo sapiens""]}]}","recordedit"
"Vocab:Specimen",NULL,"recordedit"
"Vocab:Specimen",NULL,"recordedit"
"Vocab:Specimen",NULL,"recordedit"
"Vocab:Specimen",NULL,"recordedit"
"Vocab:Specimen",NULL,"recordedit"
"Vocab:Specimen",NULL,"recordedit"
"Vocab:Specimen",NULL,"recordedit"
"Vocab:Specimen","{""and"": [{""source"": ""Name"", ""choices"": [""cultured cell population""]}]}","recordedit"
"Vocab:Specimen","{""and"": [{""source"": ""Name"", ""choices"": [""cultured cell population""]}]}","recordedit"
"Vocab:Molecule_Type",NULL,"recordedit"
"Vocab:Molecule_Type",NULL,"recordedit"
"Vocab:Molecule_Type",NULL,"recordedit"
"Vocab:Molecule_Type",NULL,"recordedit"
"Vocab:Molecule_Type",NULL,"recordedit"
"Vocab:Molecule_Type","{""and"": [{""source"": ""Name"", ""choices"": [""RNA""]}]}","recordedit"
"Vocab:Molecule_Type","{""and"": [{""source"": ""Name"", ""choices"": [""RNA""]}]}","recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""16-E1GY""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"RNASeq:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""16-E1GY""]}]}","recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""yes""]}]}","recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""no""]}]}","recordedit"
"Vocab:Alignment_Format","{""and"": [{""source"": ""Name"", ""choices"": [""bam""]}]}","recordedit"
"Vocab:Sequencing_Platform","{""and"": [{""source"": ""Name"", ""choices"": [""NextSeq500""]}]}","recordedit"
"Vocab:Transcriptome_Model","{""and"": [{""source"": ""Name"", ""choices"": [""RefSeq""]}]}","recordedit"
"Vocab:File_Type","{""and"": [{""source"": ""Name"", ""choices"": [""bigWig""]}]}","recordedit"
"Vocab:Alignment_Format",NULL,"recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""yes""]}]}","recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""no""]}]}","recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""yes""]}]}","recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"Vocab:Alignment_Format",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocab:Alignment_Format",NULL,"recordedit"
"Vocab:Alignment_Format",NULL,"recordedit"
"Vocab:Alignment_Format",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Common:boolean_xref",NULL,"recordedit"
"Common:boolean_xref",NULL,"recordedit"
"Common:boolean_xref",NULL,"recordedit"
"Common:boolean_xref",NULL,"recordedit"
"Common:boolean_xref",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference","{""and"": [{""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""search"": [""illumina""], ""source"": ""*""}, {""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference","{""and"": [{""search"": [""illumina""], ""source"": ""*""}, {""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""search"": [""Rnaeasy""], ""source"": ""*""}, {""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""search"": [""Rnaeasy""], ""source"": ""*""}, {""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""search"": [""agilent""], ""source"": ""*""}, {""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""search"": [""agilent""], ""source"": ""*""}, {""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference","{""and"": [{""search"": [""illumina""], ""source"": ""*""}, {""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference","{""and"": [{""search"": [""illumina""], ""source"": ""*""}, {""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference_Category",NULL,"recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""search"": [""illumina""], ""source"": ""*""}]}","recordedit"
"Protocol:Reference","{""and"": [{""search"": [""illumina""], ""source"": ""*""}]}","recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"Protocol:Reference",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:Experiment_Settings",NULL,"recordedit"
"RNASeq:Experiment_Settings","{""and"": [{""search"": [""illumina""], ""source"": ""*""}]}","recordedit"
"RNASeq:Experiment_Settings",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference_Category",NULL,"recordedit"
"Protocol:Reference_Category",NULL,"recordedit"
"Protocol:Reference_Category",NULL,"recordedit"
"Protocol:Reference_Category",NULL,"recordedit"
"Protocol:Reference_Category",NULL,"recordedit"
"Protocol:Reference_Category",NULL,"recordedit"
"Protocol:Reference_Category",NULL,"recordedit"
"Protocol:Reference_Category",NULL,"recordedit"
"Protocol:Reference_Category",NULL,"recordedit"
"Protocol:Protocol",NULL,"recordedit"
"Protocol:Protocol",NULL,"recordedit"
"Protocol:Protocol",NULL,"recordedit"
"Protocol:Protocol",NULL,"recordedit"
"Protocol:Protocol",NULL,"recordedit"
"Common:boolean_xref",NULL,"recordedit"
"Protocol:Protocol","{""and"": [{""search"": [""jason""], ""source"": ""*""}]}","recordedit"
"Protocol:Protocol",NULL,"recordedit"
"Protocol:Protocol","{""and"": [{""search"": [""jason""], ""source"": ""*""}]}","recordedit"
"Protocol:Protocol",NULL,"recordedit"
"Protocol:Protocol",NULL,"recordedit"
"Protocol:Protocol",NULL,"recordedit"
"Protocol:Protocol",NULL,"recordedit"
"Protocol:Protocol",NULL,"recordedit"
"Protocol:Reference",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Protocol:Reference",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""search"": [""28005067""], ""source"": ""*""}]}","recordedit"
"Protocol:Reference","{""and"": [{""search"": [""28005067""], ""source"": ""*""}]}","recordedit"
"Protocol:Reference",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform","{""and"": [{""source"": ""Name"", ""choices"": [""HiSeq 4000""]}]}","recordedit"
"Vocab:Sequencing_Platform","{""and"": [{""source"": ""Name"", ""choices"": [""HiSeq 4000""]}]}","recordedit"
"Common:boolean_xref",NULL,"recordedit"
"Common:boolean_xref",NULL,"recordedit"
"Common:boolean_xref",NULL,"recordedit"
"Common:boolean_xref",NULL,"recordedit"
"Vocab:Paired_End",NULL,"recordedit"
"Vocab:Paired_End",NULL,"recordedit"
"Vocab:Paired_End",NULL,"recordedit"
"Vocab:Paired_End",NULL,"recordedit"
"Vocab:Paired_End",NULL,"recordedit"
"Vocab:Read_Length",NULL,"recordedit"
"Vocab:Read_Length",NULL,"recordedit"
"Vocab:Read_Length",NULL,"recordedit"
"Vocab:Read_Length",NULL,"recordedit"
"Vocab:Read_Length",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:Expression_Metric",NULL,"recordedit"
"Vocab:Expression_Metric",NULL,"recordedit"
"Vocab:Expression_Metric",NULL,"recordedit"
"Vocab:Expression_Metric",NULL,"recordedit"
"Vocab:Expression_Metric",NULL,"recordedit"
"Vocab:Transcriptome_Model",NULL,"recordedit"
"Vocab:Transcriptome_Model",NULL,"recordedit"
"Vocab:Transcriptome_Model",NULL,"recordedit"
"Vocab:Transcriptome_Model",NULL,"recordedit"
"Vocab:Transcriptome_Model",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:Experiment_Settings",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"RNASeq:Experiment",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
